173	2165,1507,1790,10933,3087	11853,13689,1268,9715,7008,13226,2226,13208,18431,6817,12959,13136,7291,8741,2084,1789,2147,388,8021
174	1722,1021,2709,41,725	495,954,106,5937,7899,475,2640,13580,10338,4162,726,8899,5628,14955
175	1207,12876,1619,292,13433	11173,13350,15767,9381,6556,9145,9213,13349,11960
176	650,2161,16372,3169,13822	566,4733,546,1721,9673,12657,2714,336,1432,11850,170,1677,2769,12080,9906,2466,3433
177	10991,11840,6620,18164,15805	17632,2379,17712,5671,12914,3887,1108,218,17633,121,14437,17297,3363
178	2318,6561,18479,2051,1263	127,1223,1759,728,910,11761,17357,8775,17883,9102,2343,17126,2930,7232,1374,7696,6343
179	210,356,10063,1622,750	2372,18832,1913,2067,10520,18712,8938,18465,998,2194,8496,10424,9219,1603,315,1064,2151,8112
180	760,9758,11858,785,18227	469,1971,70,6822,6624,9695,249,7918,8398,7087,13713,8075,2031,14429
181	468,1283,450,13309,6339	796,10186,1984,11919,9677,3655,10749,2908,18220,74,12643,13396,14395,15993,691,12969,16269,13189
182	1205,4412,2974,14034,13856	17655,10816,6010,17530,5003,14448,9829,3228,18526,17769,16163,13325,13387,3947,15813,13481
183	6118,14963,9431,17094,13847	13,8011,6409,2682,1207,6496,12221,17133,292,11505,9381,6556,9145,9213,175,1619
184	9041,28,10273,14736,18231	13,8011,6409,9431,2682,1207,6496,12221,17133,292,11505,9381,6556,9145,9213,175,1619
185	13117,17593,612,12282,5740	4622,1553,14381,5092,11522,16729,3826,18916,7431,10220,1476,16263,16778,14763
186	16,816,1716,2684,513	8945,2788,1930,2685,2345,15896,18376,2468,18053,620,6613,16955,16520,17448,1067
187	1353,2804,13699,931,1877	7464,3955,1393,3408,2644,13340,13490,3039,267,3884,4298,5772,1147,4054,4336,475,347,3306,3040
188	1030,1600,2351,2784,642	1256,2212,4302,4942,1228,776,3892,1453,16028,2045,2247,2772,2209,2023,967,613
189	11637,15555,8385,6956,12564	12667,13699,17648,7601,17718,11855,18323,6935,13373,7789,13436,4509,16187,7774
190	377,2711,17331,71,17773	3837,13978,12482,10545,13438,13180,12129,14967,18800,18774,12871,4978,6302,12870,14333,9720
191	961,4351,3858,5674,6020	9418,5832,3195,5627,6411,11572,1725,2344,13403,3662,1119,1450,3196,6247,3298,2925,8182,9233
192	17365,10184,10173,14160,6370	17857,6078,315,14835,11704,14073,13550,7775,15492,9908,15491,8731,11758,3236
193	2047,594,432,4142,1633	17365,17857,6078,315,6370,10184,14835,11704,14073,10173,13550,7775,15492,9908,15491,8731,11758,3236
194	634,1084,990,1934,8475	448,2290,9046,1317,2569,17936,8208,18035,1073,1321,13527,9443,15234,12818,11462,2320,1376,6648,7685
195	1438,736,1758,13075,7769	2191,877,1670,1219,666,1026,2845,2375,1079,1043,2325,2922,808,60,2778,254,1351,2092,2304
196	2536,420,16449,11686,8141	10404,10061,1343,15948,9618,13578,6555,2488,11724,7734,13579,9817,13665,11692
197	2377,12102,4789,2364,16507	13609,3462,50,12976,15638,3410,10836,4017,3440,5108,5058,4398,8212,6953,6157
198	2236,8133,11433,14566,15803	3021,7520,11434,5926,12359,6904,14475,14368,11667,14544,10711,4234,13374,6987,3902,7209
199	13496,12940,2889,1861,52	16501,6045,1815,5436,16194,10224,16882,16130,18796,17560,9490,4839,6247,3172,9233,4791,17783
200	8780,18278,15294,12481,16115	3004,15689,10934,15816,12557,16261,16126,813,13755,14942,3505,12056,18871,10414
201	9181,15879,1032,15688,3056	6529,12065,10792,10500,13820,5933,17802,11289,16367,12237,382,8069,17273,2546,3957
202	1605,456,13307,1321,14063	18611,9455,9011,12854,14287,12818,17936,8208,6611,6949,18869,12032,7685,7005
203	2407,4313,16084,3635,15284	4743,2216,359,6263,1982,9212,8873,1746,4078,1667,5056,2481,3240,9658
204	4206,360,2583,12123,17050	5673,12868,9893,12312,2687,4377,13130,4822,7509,15673,17651,15518,7019,13602
205	1747,2747,7446,2071,11209	9331,6599,13879,12143,18425,8523,18382,15792,4678,9206,7789,14380,7051,15734,7732,13645,18141
206	307,1441,2257,1081,1795	3018,7247,1729,10725,6059,11149,3082,402,1281,681,6865,10302,4560,14145,5440,4259,15739,84,3152
207	7968,18090,18041,1918,3978	17135,3874,3182,12958,5781,15983,12816,18332,13746,3960,11090,3023,7030,11482,5141
208	2068,1297,7234,13455,1027	3046,8414,9415,6354,11284,10322,618,10015,1337,6351,3953,4819,7472,7407,5899,7865,15692
209	8144,2760,8097,1833,10437	777,4887,17486,15856,900,1725,2449,2344,1641,3801,1864,16418,1119,1450,1783,2925
210	423,750,1537,1381,356	2689,2663,12707,2616,1379,2586,6226,9614,1628,1651,2140,1943,1206,2075,8486,1681,2688,1856,2646
211	1913,268,277,1612,2153	10067,8726,12908,2359,1155,17503,17479,2165,10946,3489,17380,14779,3000,11583,6619,4250,14386,2512
212	1836,12553,4628,426,4197	6374,8628,7617,5079,4916,8599,5090,16166,3402,11349,5179,5695,9736,6737,10187,18031,4576,12340,4441
213	855,1132,616,2614,4465	4664,15200,1946,1595,14575,13435,5654,1945,1944,1853,14775,18819,13930
214	13750,15577,485,2235,1386	5751,15075,13754,12847,13493,17170,9099,4125,13214,14091,3460,17299,3988
215	1204,18210,2241,17705,5700	7831,2065,9958,11846,462,16790,7527,7640,10249,8395,8556,5980,9129,14837,8892,10798,8602,17428,12513
216	14645,1499,14412,8216,577	14176,15872,18043,2,10022,8518,14191,18891,17945,9468,11411,14175,15480,11818,9557,966
217	79,150,836,6,2041	10517,7156,9377,444,16548,8702,8020,12891,16639,16362,14420,12720,17157,13672,13784,18202,13778,14539
218	121,1218,8295,14437,14807	2379,17712,5671,1418,4056,3887,1108,908,6634,177,5045,3143,4466
219	219,18405,7538,2469,12701	3430,3429,15909,4306,17538,5026,5614,16050,5250,5177,13387,4859,1205,17644,182
220	2864,13827,11372,12495,2490	11762,2513,11725,15711,2382,16493,16574,18798,14953,5955,16542,22,16923,1100,12124,11878,2289,8521,110
221	1220,7981,1425,2144,2881	14321,6146,937,8788,14586,6140,681,6385,14322,12081,14977,2830,1333,2272,14958,1788,13319
